event,aX,aY,aZ,gX,gY,gZ
11,0.775,0.023,0.444,0.122,-49.377,-1.587
11,0.840,0.007,0.566,-2.258,-53.162,-0.122
11,0.878,0.030,0.598,1.770,-63.721,3.723
11,0.870,0.090,0.555,7.080,-66.833,4.517
11,0.834,0.096,0.513,9.644,-62.805,2.991
11,0.767,0.061,0.443,7.385,-58.411,1.221
11,0.764,0.016,0.459,1.648,-52.429,0.244
11,0.802,-0.023,0.571,-1.709,-52.551,2.197
11,0.821,0.009,0.618,-3.540,-57.556,6.775
11,0.803,0.095,0.623,-0.366,-60.059,7.935
11,0.765,0.115,0.583,-1.221,-57.251,8.789
11,0.712,0.080,0.537,-5.920,-53.284,8.606
11,0.727,0.057,0.561,-9.460,-49.927,9.827
11,0.770,0.066,0.651,-7.690,-51.208,10.559
11,0.775,0.087,0.677,-2.747,-55.054,9.216
11,0.734,0.124,0.629,0.732,-55.725,7.263
11,0.715,0.114,0.600,0.916,-52.490,4.028
11,0.710,0.068,0.588,-2.258,-49.622,3.906
11,0.723,0.052,0.635,-6.836,-45.715,6.531
11,0.733,0.069,0.673,-5.798,-47.668,11.047
11,0.733,0.109,0.711,-3.967,-49.500,12.207
11,0.723,0.115,0.721,-2.686,-52.429,12.512
11,0.706,0.129,0.721,-4.089,-52.490,12.207
11,0.672,0.134,0.677,-0.122,-51.392,7.507
11,0.610,0.070,0.626,2.075,-49.072,4.456
11,0.632,0.061,0.713,-3.235,-45.959,5.798
11,0.648,0.096,0.773,-6.104,-50.476,11.108
11,0.646,0.147,0.835,-5.615,-53.406,11.902
11,0.627,0.149,0.820,-2.869,-55.786,10.681
11,0.567,0.132,0.703,-0.244,-54.626,8.972
11,0.550,0.080,0.667,0.854,-47.791,5.066
11,0.578,0.065,0.730,-4.639,-40.344,8.179
11,0.602,0.121,0.839,-6.348,-40.039,11.108
11,0.583,0.137,0.854,-6.714,-44.250,11.719
11,0.522,0.120,0.834,-7.996,-46.875,10.376
11,0.486,0.111,0.787,-6.409,-48.950,7.507
11,0.480,0.129,0.786,-4.150,-47.485,7.019
11,0.460,0.193,0.796,-2.625,-42.542,7.935
11,0.460,0.199,0.823,-9.094,-40.649,9.583
11,0.492,0.160,0.916,-12.695,-43.152,10.498
11,0.489,0.138,0.931,-6.775,-55.420,9.827
11,0.447,0.134,0.889,-0.549,-59.326,9.155
11,0.426,0.149,0.838,5.676,-55.176,7.202
11,0.425,0.142,0.829,4.761,-49.744,7.080
11,0.423,0.150,0.861,0.549,-43.152,10.864
11,0.377,0.177,0.896,-1.160,-44.678,11.963
11,0.357,0.144,0.923,-0.793,-54.443,10.071
11,0.368,0.135,0.947,3.723,-62.683,9.277
11,0.384,0.164,0.946,5.615,-62.988,9.583
11,0.394,0.165,0.948,5.310,-56.946,10.254
11,0.385,0.147,0.962,4.639,-53.345,10.742
11,0.352,0.138,0.954,5.310,-49.316,9.949
11,0.275,0.136,0.928,6.348,-49.194,8.484
11,0.268,0.141,0.939,8.423,-50.354,6.470
11,0.316,0.181,1.013,8.911,-51.086,6.592
11,0.345,0.208,1.033,9.155,-50.232,5.798
11,0.391,0.191,1.050,6.042,-48.706,5.066
11,0.352,0.111,1.013,-2.441,-44.983,2.869
11,0.332,0.086,1.031,-2.075,-42.175,2.014
11,0.272,0.177,1.022,0.366,-40.466,2.625
11,0.250,0.213,1.018,4.395,-33.020,0.244
11,0.264,0.221,1.020,4.150,-27.832,-0.244
11,0.271,0.195,1.005,0.854,-22.644,1.709
11,0.219,0.098,0.964,1.404,-25.391,2.319
11,0.181,0.066,0.971,6.042,-31.555,4.211
11,0.153,0.109,0.995,8.972,-28.320,4.761
11,0.171,0.150,1.002,7.019,-13.428,5.310
11,0.202,0.191,0.972,2.869,-8.850,5.493
11,0.195,0.127,0.914,-3.540,-17.090,4.822
11,0.181,0.077,0.922,-3.784,-32.043,4.944
11,0.187,0.065,1.004,-5.249,-31.128,5.249
11,0.211,0.102,1.052,-14.038,-13.245,5.554
11,0.211,0.191,1.039,-17.883,-6.775,4.517
11,0.179,0.199,0.972,-18.982,-11.780,-0.610
11,0.159,0.156,0.849,-17.273,-21.912,-2.075
11,0.164,0.131,0.846,-15.686,-44.800,-0.488
11,0.172,0.123,0.913,-22.400,-37.292,4.578
11,0.206,0.172,1.077,-27.039,-25.024,7.141
11,0.208,0.208,1.112,-25.146,-15.564,7.263
11,0.154,0.228,1.041,-17.212,-21.301,4.822
11,0.126,0.214,0.967,-2.563,-40.710,-2.075
11,0.138,0.157,0.871,-0.916,-57.434,-1.160
11,0.202,0.122,0.970,-2.197,-56.824,2.075
11,0.203,0.123,1.041,-5.249,-43.152,6.714
11,0.157,0.156,1.145,-3.845,-37.048,6.409
11,0.114,0.181,1.145,6.897,-36.072,4.578
11,0.024,0.216,1.077,10.620,-39.734,4.211
11,-0.002,0.180,1.021,15.869,-48.645,1.770
11,-0.037,0.099,0.915,16.541,-51.819,2.502
11,-0.005,0.088,0.975,10.986,-48.401,8.362
11,-0.007,0.116,1.000,3.479,-38.025,12.207
11,-0.021,0.191,0.974,4.395,-36.865,11.536
11,-0.052,0.209,0.970,13.000,-36.926,5.920
11,-0.108,0.165,0.980,17.029,-35.400,2.930
11,-0.099,0.163,1.000,15.625,-34.485,2.991
11,-0.133,0.182,0.999,13.672,-35.889,3.235
11,-0.165,0.183,0.971,10.376,-35.645,0.305
11,-0.148,0.161,0.974,10.986,-31.738,-3.784
11,-0.084,0.120,0.988,13.855,-28.748,-4.089
11,-0.078,0.123,0.987,16.663,-22.949,-1.526
11,-0.117,0.153,0.973,14.526,-20.874,-0.916
11,-0.163,0.149,0.970,5.432,-18.921,-1.709
11,-0.176,0.136,0.974,2.686,-18.921,-2.380
11,-0.167,0.115,0.978,2.808,-15.808,-3.479
11,-0.150,0.117,0.981,3.906,-9.155,-3.296
11,-0.129,0.136,0.980,2.502,-6.042,-2.502
11,-0.137,0.148,0.978,-0.305,-3.845,-1.099
11,-0.169,0.164,0.966,-0.244,-4.272,-1.587
11,-0.155,0.154,0.958,2.441,-6.775,-3.967
11,-0.133,0.135,0.966,1.526,-5.615,-4.395
11,-0.099,0.122,0.963,-2.014,-4.028,-2.502
11,-0.088,0.142,0.971,-8.728,-1.709,1.282
11,-0.103,0.163,0.959,-8.301,-1.770,1.343
11,-0.120,0.148,0.948,-4.089,-3.174,0.366
11,-0.126,0.119,0.959,-2.441,-2.563,0.732
11,-0.113,0.130,0.981,-1.648,1.343,2.136
11,-0.118,0.147,0.985,0.610,2.197,2.441
11,-0.140,0.165,0.982,1.465,0.854,2.075
11,-0.140,0.149,0.966,0.793,-0.854,0.732
11,-0.127,0.134,0.965,0.305,-0.244,0.000
11,-0.107,0.110,0.971,-2.502,2.747,0.305
11,-0.108,0.115,0.968,-2.625,2.014,2.319
11,-0.109,0.134,0.969,-1.831,1.221,2.930
11,-0.109,0.144,0.967,-0.916,0.549,2.747
11,-0.114,0.142,0.969,-0.916,0.916,2.136
11,-0.121,0.134,0.975,-1.648,1.404,1.709
11,-0.122,0.135,0.978,-0.977,0.183,1.831
11,-0.116,0.141,0.982,-0.549,-0.183,1.953
11,-0.114,0.143,0.980,-0.122,-0.549,1.892
11,-0.122,0.130,0.957,1.526,0.061,1.343
11,-0.111,0.123,0.974,-0.122,1.038,0.916
11,-0.103,0.139,0.986,-5.859,0.122,1.465
11,-0.101,0.144,0.986,-5.737,1.038,0.977
11,-0.101,0.136,0.979,-2.380,2.686,0.549
11,-0.100,0.132,0.969,-1.404,2.441,0.916
11,-0.101,0.130,0.972,-0.610,-0.122,1.648
11,-0.103,0.139,0.980,-0.244,-1.282,1.648
11,-0.101,0.143,0.985,-0.122,-2.441,0.916
11,-0.102,0.142,0.986,-0.549,-2.563,0.854
11,-0.109,0.141,0.975,-1.282,-2.136,1.404
11,-0.111,0.139,0.969,-0.427,-2.014,1.831
11,-0.122,0.140,0.958,0.122,-2.136,1.892
11,-0.125,0.146,0.960,0.366,-1.770,1.892
11,-0.121,0.161,0.971,-0.488,-1.221,1.770
11,-0.106,0.160,0.988,-1.831,-0.854,1.465
11,-0.101,0.156,0.987,-1.404,-1.526,1.160
11,-0.108,0.135,0.954,-0.671,-2.380,0.977
12,0.982,-0.087,-0.085,-0.732,-6.470,0.793
12,0.980,-0.091,-0.090,-0.549,-6.287,1.038
12,0.983,-0.090,-0.089,-0.244,-5.920,2.869
12,1.005,-0.078,-0.086,-0.671,-6.836,4.639
12,1.015,-0.065,-0.095,-0.366,-7.996,4.395
12,1.009,-0.067,-0.105,1.831,-10.742,2.075
12,0.976,-0.077,-0.119,2.258,-10.559,1.282
12,0.962,-0.080,-0.125,1.038,-7.751,2.625
12,0.964,-0.082,-0.124,0.366,-7.812,6.348
12,0.970,-0.095,-0.123,0.549,-9.705,8.057
12,0.975,-0.097,-0.133,3.601,-15.381,10.376
12,0.974,-0.103,-0.168,7.263,-18.982,9.888
12,0.933,-0.115,-0.159,9.399,-21.118,8.179
12,0.922,-0.103,-0.166,7.690,-20.447,8.911
12,0.926,-0.099,-0.123,6.775,-20.142,9.705
12,0.952,-0.103,-0.086,6.165,-16.479,13.306
12,1.034,-0.093,-0.043,6.653,-16.052,15.442
12,1.052,-0.084,-0.042,5.920,-21.790,17.151
12,1.049,-0.063,-0.045,5.981,-28.442,14.709
12,1.043,-0.044,-0.035,7.141,-28.931,13.123
12,1.050,-0.034,-0.026,7.263,-24.780,10.742
12,1.059,-0.031,-0.023,5.737,-23.193,10.071
12,1.057,-0.031,-0.030,2.869,-26.978,8.972
12,1.027,-0.042,-0.037,2.136,-30.640,8.240
12,0.994,-0.064,-0.011,3.174,-33.936,7.690
12,0.995,-0.067,0.008,7.019,-32.288,9.827
12,1.007,-0.039,0.031,8.301,-32.410,11.780
12,1.008,-0.026,0.035,8.850,-37.048,14.587
12,0.973,-0.023,0.011,9.766,-40.771,14.648
12,0.947,-0.021,0.000,12.695,-46.021,14.465
12,0.922,-0.026,0.042,12.451,-45.593,14.648
12,0.935,-0.026,0.076,7.324,-43.640,15.503
12,0.985,-0.022,0.152,5.005,-43.640,14.893
12,1.014,0.004,0.159,5.615,-44.983,14.465
12,1.005,0.023,0.141,5.493,-48.706,13.184
12,0.975,0.037,0.123,3.540,-48.584,12.573
12,0.975,0.021,0.166,-0.183,-44.556,13.062
12,0.981,0.016,0.196,2.686,-43.274,14.160
12,0.997,0.026,0.222,5.371,-44.067,13.977
12,0.990,0.034,0.223,7.751,-48.096,12.146
12,0.950,0.057,0.201,6.714,-49.377,11.475
12,0.923,0.055,0.189,6.958,-44.678,9.644
12,0.896,0.018,0.211,8.057,-40.161,9.094
12,0.908,0.008,0.229,8.179,-33.142,11.047
12,0.960,0.021,0.280,7.141,-33.875,13.306
12,0.981,0.057,0.316,5.859,-41.504,15.381
12,0.965,0.065,0.293,9.399,-45.044,10.681
12,0.912,0.036,0.262,9.888,-42.969,8.606
12,0.899,0.026,0.257,5.371,-35.461,8.057
12,0.912,0.013,0.308,3.174,-33.752,8.240
12,0.931,0.019,0.353,4.089,-35.583,9.888
12,0.957,0.072,0.387,6.104,-38.513,10.864
12,0.954,0.103,0.370,9.094,-44.312,11.414
12,0.912,0.090,0.312,9.277,-43.762,10.010
12,0.896,0.049,0.302,7.385,-37.354,8.118
12,0.892,0.012,0.334,6.958,-34.790,8.667
12,0.892,0.031,0.385,7.996,-35.156,8.911
12,0.896,0.048,0.403,8.850,-39.001,7.446
12,0.904,0.070,0.401,8.728,-40.222,6.592
12,0.900,0.067,0.391,5.920,-39.978,5.493
12,0.879,0.038,0.387,3.662,-39.001,5.188
12,0.870,0.027,0.393,0.244,-37.415,5.737
12,0.857,0.032,0.411,0.488,-37.048,6.165
12,0.866,0.045,0.440,3.174,-37.048,7.446
12,0.879,0.059,0.453,4.150,-38.757,10.071
12,0.898,0.083,0.483,3.479,-40.894,10.681
12,0.892,0.088,0.476,0.977,-46.265,9.460
12,0.844,0.057,0.454,1.526,-47.302,7.324
12,0.822,0.031,0.455,4.333,-42.664,4.639
12,0.816,0.050,0.476,3.174,-40.283,5.249
12,0.822,0.074,0.480,-2.625,-41.565,6.409
12,0.846,0.094,0.487,-5.249,-44.189,6.042
12,0.849,0.067,0.494,-6.165,-48.157,4.944
12,0.834,0.063,0.489,-3.967,-46.021,6.714
12,0.798,0.077,0.482,-3.235,-43.457,8.301
12,0.786,0.091,0.485,-3.906,-39.551,11.658
12,0.769,0.095,0.497,-4.333,-39.368,12.329
12,0.772,0.082,0.527,-4.944,-42.114,13.611
12,0.804,0.081,0.599,-4.517,-43.945,14.893
12,0.801,0.086,0.612,-2.625,-47.485,15.259
12,0.782,0.086,0.590,-2.441,-47.974,11.963
12,0.751,0.073,0.542,-2.380,-46.570,10.498
12,0.754,0.068,0.581,-7.080,-44.556,12.939
12,0.754,0.127,0.666,-9.949,-45.288,15.381
12,0.732,0.151,0.674,-10.193,-46.753,14.587
12,0.681,0.126,0.651,-10.193,-46.326,12.268
12,0.684,0.089,0.640,-12.146,-45.837,10.864
12,0.690,0.087,0.645,-12.024,-46.570,11.719
12,0.700,0.125,0.679,-9.583,-48.645,15.686
12,0.687,0.162,0.684,-8.240,-47.668,19.043
12,0.641,0.184,0.669,-9.155,-44.006,18.250
12,0.635,0.163,0.673,-12.329,-36.987,16.296
12,0.654,0.146,0.718,-12.085,-36.987,16.602
12,0.659,0.160,0.734,-6.531,-40.833,17.761
12,0.634,0.207,0.739,-4.028,-42.297,17.456
12,0.619,0.220,0.740,-3.540,-40.710,15.137
12,0.601,0.214,0.741,-3.723,-38.635,14.221
12,0.590,0.215,0.731,0.122,-36.133,12.817
12,0.549,0.196,0.717,3.540,-35.583,11.780
12,0.503,0.175,0.713,4.761,-35.889,11.536
12,0.499,0.174,0.736,2.197,-41.077,13.794
12,0.544,0.193,0.799,3.784,-45.166,15.259
12,0.573,0.205,0.836,7.446,-51.819,18.555
12,0.549,0.242,0.825,8.484,-53.528,19.409
12,0.467,0.205,0.750,9.277,-53.467,15.076
12,0.452,0.172,0.747,9.705,-50.293,11.536
12,0.472,0.147,0.820,10.925,-49.805,11.597
12,0.508,0.158,0.896,9.888,-52.795,14.160
12,0.556,0.209,0.993,8.789,-56.030,15.137
12,0.521,0.216,0.978,12.451,-65.918,11.292
12,0.398,0.188,0.820,16.174,-67.017,7.996
12,0.393,0.129,0.766,15.686,-58.716,6.226
12,0.439,0.125,0.821,5.310,-52.185,11.353
12,0.504,0.139,0.970,2.869,-53.650,13.550
12,0.485,0.158,0.974,7.568,-67.200,14.465
12,0.378,0.181,0.846,12.695,-74.646,12.390
12,0.341,0.158,0.807,18.677,-75.256,6.897
12,0.368,0.136,0.857,15.930,-69.580,6.775
12,0.382,0.156,0.906,11.658,-57.434,9.033
12,0.413,0.152,1.091,10.071,-51.819,10.376
12,0.433,0.148,1.188,4.761,-49.072,14.893
12,0.386,0.213,1.149,4.333,-53.955,15.198
12,0.330,0.221,1.053,7.019,-57.678,6.531
12,0.294,0.125,0.933,7.019,-50.842,1.038
12,0.319,0.089,0.904,4.150,-27.893,-1.587
12,0.301,0.109,0.909,1.465,-18.188,2.258
12,0.205,0.138,0.977,2.014,-21.301,3.784
12,0.183,0.164,1.038,2.197,-32.043,7.507
12,0.182,0.234,1.053,-0.244,-35.034,8.240
12,0.217,0.210,0.999,-5.981,-30.701,5.005
12,0.235,0.183,1.001,-10.742,-24.536,4.761
12,0.205,0.172,1.037,-16.541,-23.926,9.216
12,0.169,0.210,1.021,-6.775,-30.823,11.963
12,0.164,0.258,1.004,-5.798,-28.015,12.024
12,0.177,0.257,0.991,-13.000,-21.484,10.803
12,0.177,0.194,0.977,-17.700,-19.287,9.155
12,0.177,0.148,0.936,-23.254,-21.423,9.888
12,0.174,0.158,0.928,-15.198,-42.725,15.076
12,0.105,0.234,0.985,-11.963,-46.875,15.381
12,0.091,0.246,1.025,-17.029,-31.677,10.071
12,0.116,0.276,1.053,-14.709,-26.794,6.958
12,0.125,0.267,1.042,-2.319,-29.907,-1.282
12,0.180,0.182,0.969,-0.671,-31.799,-3.296
12,0.203,0.113,0.909,-1.648,-46.143,1.892
12,0.200,0.112,0.959,1.587,-49.011,7.812
12,0.171,0.182,1.050,0.671,-41.382,9.094
12,0.137,0.219,1.056,1.587,-31.311,8.545
12,0.060,0.228,1.041,3.845,-30.151,7.690
12,0.028,0.229,1.006,3.540,-30.945,7.507
12,-0.025,0.220,0.918,-1.709,-33.264,7.263
12,-0.020,0.151,0.951,-0.061,-37.109,3.418
12,0.016,0.136,1.009,4.150,-31.189,4.578
12,0.042,0.205,1.031,3.479,-27.832,5.981
12,0.022,0.235,1.022,4.211,-22.705,3.906
12,-0.015,0.264,0.997,2.991,-19.897,1.831
12,-0.026,0.262,0.971,-2.563,-23.926,0.183
12,-0.044,0.236,0.951,-3.845,-28.992,0.122
12,-0.042,0.209,0.962,-5.310,-28.687,-0.488
12,-0.011,0.178,0.993,-4.578,-25.330,-0.122
12,-0.004,0.212,0.977,1.160,-23.315,1.099
12,-0.019,0.234,0.956,7.507,-27.405,0.977
12,-0.049,0.251,0.939,7.751,-28.992,0.793
12,-0.054,0.244,0.950,2.747,-29.358,1.282
12,-0.084,0.227,0.976,0.000,-28.625,1.709
12,-0.099,0.216,0.961,-1.404,-27.771,2.136
12,-0.098,0.215,0.956,-0.793,-27.283,1.465
12,-0.103,0.202,0.963,-1.160,-24.780,-1.038
12,-0.114,0.196,0.958,1.892,-22.034,-1.282
12,-0.128,0.203,0.938,4.272,-21.301,-0.061
12,-0.116,0.208,0.950,6.042,-18.677,2.869
12,-0.089,0.204,0.948,7.019,-17.029,3.662
12,-0.086,0.186,0.957,7.141,-13.855,5.859
12,-0.093,0.193,0.960,1.892,-10.925,9.216
12,-0.111,0.211,0.972,-0.122,-9.827,9.827
12,-0.116,0.220,0.972,0.183,-9.094,9.460
12,-0.124,0.218,0.962,2.014,-9.155,8.362
12,-0.129,0.200,0.961,4.578,-7.629,6.226
12,-0.135,0.191,0.945,4.211,-6.348,6.287
12,-0.127,0.184,0.960,0.427,-3.784,6.042
12,-0.121,0.181,0.966,0.488,-2.686,4.761
12,-0.110,0.181,0.963,2.502,-2.991,4.333
12,-0.108,0.185,0.963,2.502,-3.235,4.028
12,-0.112,0.191,0.967,1.404,-3.113,3.784
12,-0.117,0.190,0.969,-0.610,-4.089,3.235
12,-0.129,0.193,0.948,0.427,-4.517,2.808
12,-0.131,0.184,0.932,3.601,-2.258,1.587
12,-0.110,0.171,0.998,0.671,-0.427,2.380
12,-0.130,0.203,0.972,-4.395,0.977,3.296
12,-0.141,0.199,0.961,-3.113,0.488,1.343
12,-0.128,0.185,0.959,-2.258,0.671,0.854
12,-0.116,0.183,0.957,-0.488,-0.061,0.732
12,-0.114,0.177,0.969,0.061,-0.671,0.854
12,-0.118,0.179,0.977,0.000,0.183,1.282
12,-0.120,0.197,0.975,0.061,1.099,1.160
12,-0.116,0.201,0.961,0.977,1.526,-0.061
12,-0.113,0.196,0.962,0.977,0.916,-0.793
12,-0.106,0.185,0.963,0.305,0.427,-0.671
12,-0.108,0.187,0.964,-1.343,-0.305,0.061
12,-0.113,0.191,0.967,-1.831,-0.366,0.122
12,-0.111,0.190,0.962,-1.343,-0.122,-0.183
13,0.988,-0.112,-0.067,0.671,2.075,0.305
13,0.991,-0.119,-0.070,0.244,1.160,0.549
13,0.997,-0.120,-0.072,-0.061,0.122,0.854
13,0.998,-0.118,-0.068,-0.793,-0.854,0.732
13,0.995,-0.115,-0.066,-0.061,-0.854,0.366
13,0.993,-0.116,-0.066,1.404,-0.122,-0.427
13,0.991,-0.116,-0.071,1.221,0.183,-0.305
13,0.991,-0.114,-0.072,-0.244,-0.610,0.488
13,0.986,-0.113,-0.066,-0.854,-1.099,0.671
13,0.984,-0.110,-0.061,-1.099,-1.770,0.854
13,0.989,-0.107,-0.077,0.549,-2.625,0.854
13,0.986,-0.123,-0.060,1.343,-2.625,0.732
13,0.990,-0.125,-0.034,1.587,1.587,1.953
13,1.002,-0.093,-0.051,1.526,1.282,2.441
13,0.995,-0.090,-0.065,-0.061,-3.784,0.671
13,0.975,-0.118,-0.082,-0.671,-4.272,-0.427
13,0.982,-0.130,-0.086,0.916,-2.258,-0.122
13,0.986,-0.125,-0.079,3.235,-1.526,0.732
13,0.978,-0.119,-0.065,3.418,-2.136,0.977
13,0.975,-0.113,-0.066,2.075,-3.906,1.831
13,0.988,-0.112,-0.078,1.404,-4.822,2.014
13,0.980,-0.120,-0.099,1.587,-6.714,2.014
13,0.975,-0.117,-0.107,3.235,-6.409,2.686
13,0.969,-0.112,-0.098,3.540,-5.676,2.991
13,0.968,-0.116,-0.089,3.052,-4.028,3.845
13,0.960,-0.131,-0.085,3.418,-4.517,4.395
13,0.957,-0.142,-0.082,4.822,-7.874,5.371
13,0.972,-0.150,-0.056,5.493,-8.972,6.104
13,1.035,-0.125,-0.023,5.310,-8.850,7.568
13,1.060,-0.106,-0.017,2.319,-10.925,7.568
13,1.060,-0.083,-0.035,-0.183,-12.329,6.653
13,1.047,-0.089,-0.047,-4.517,-13.672,3.418
13,1.020,-0.111,-0.067,-4.700,-13.794,2.197
13,0.984,-0.109,-0.081,-2.625,-14.160,1.770
13,0.962,-0.101,-0.085,-0.793,-14.709,2.197
13,0.917,-0.094,-0.088,0.488,-14.954,1.953
13,0.901,-0.102,-0.080,3.113,-14.465,1.709
13,0.901,-0.124,-0.051,3.967,-13.306,2.808
13,0.917,-0.129,-0.045,5.676,-13.184,6.470
13,0.956,-0.120,-0.048,6.531,-14.771,7.690
13,0.974,-0.113,-0.056,9.216,-16.296,8.545
13,0.979,-0.104,-0.061,12.146,-14.526,8.728
13,0.999,-0.110,-0.048,13.489,-13.611,8.484
13,1.000,-0.119,-0.030,8.789,-11.047,9.827
13,1.018,-0.116,-0.000,5.920,-10.010,11.841
13,1.035,-0.098,0.004,3.662,-14.771,14.282
13,1.036,-0.068,-0.031,6.104,-25.024,10.864
13,1.003,-0.088,-0.015,5.737,-26.855,9.277
13,1.003,-0.094,-0.001,1.709,-21.790,11.353
13,1.032,-0.085,0.036,1.038,-20.020,13.611
13,1.039,-0.074,0.056,4.211,-21.423,15.747
13,1.036,-0.067,0.063,6.165,-23.254,14.709
13,1.019,-0.068,0.043,7.019,-27.222,11.658
13,1.005,-0.062,0.028,6.104,-31.433,11.230
13,0.971,-0.056,0.036,5.371,-32.288,11.597
13,0.969,-0.060,0.067,3.601,-28.198,13.367
13,0.985,-0.058,0.116,3.723,-25.391,14.709
13,0.992,-0.041,0.111,6.165,-29.419,15.686
13,0.983,-0.009,0.085,6.897,-34.973,14.282
13,0.968,-0.018,0.084,6.531,-39.673,10.986
13,0.944,-0.043,0.087,5.554,-37.598,11.414
13,0.970,-0.044,0.135,2.869,-32.288,15.442
13,0.992,-0.031,0.162,2.686,-32.776,18.494
13,1.006,0.006,0.174,2.808,-36.377,18.005
13,0.990,0.007,0.167,2.686,-44.373,14.648
13,0.940,-0.001,0.151,2.747,-45.288,13.733
13,0.927,0.001,0.145,3.601,-40.039,14.099
13,0.921,0.015,0.165,3.662,-36.072,14.038
13,0.927,0.011,0.199,1.404,-28.992,13.000
13,0.956,0.001,0.262,0.183,-27.588,12.878
13,0.983,0.010,0.265,1.282,-31.738,13.733
13,0.989,0.022,0.248,3.723,-37.537,13.672
13,0.965,0.027,0.211,5.005,-37.598,12.512
13,0.949,0.021,0.197,7.202,-32.532,9.094
13,0.941,0.002,0.222,7.019,-29.358,8.301
13,0.951,0.001,0.257,5.981,-26.550,10.315
13,0.971,0.017,0.304,7.019,-28.442,11.658
13,0.959,0.023,0.302,9.827,-34.180,11.658
13,0.942,0.020,0.279,11.230,-37.109,9.033
13,0.913,0.001,0.240,10.193,-36.804,7.996
13,0.912,-0.006,0.235,7.935,-35.706,8.423
13,0.915,-0.004,0.249,8.606,-35.889,8.667
13,0.909,-0.012,0.272,9.033,-35.889,7.935
13,0.927,-0.012,0.319,7.507,-35.034,9.644
13,0.936,0.019,0.321,3.296,-38.635,14.160
13,0.935,0.033,0.318,1.709,-41.504,14.465
13,0.934,0.018,0.325,1.587,-45.654,14.832
13,0.929,0.029,0.344,2.991,-47.485,15.747
13,0.916,0.043,0.343,7.263,-49.866,16.235
13,0.874,0.048,0.320,7.690,-49.561,15.625
13,0.866,0.030,0.327,4.395,-49.194,14.282
13,0.911,0.012,0.403,2.075,-49.927,15.808
13,0.932,0.053,0.467,1.648,-53.772,21.545
13,0.901,0.085,0.455,3.784,-58.411,21.973
13,0.817,0.082,0.410,2.930,-58.044,19.836
13,0.806,0.061,0.408,-1.099,-53.223,17.578
13,0.843,0.028,0.478,-2.502,-51.392,17.578
13,0.883,0.063,0.561,-1.099,-52.673,18.188
13,0.867,0.101,0.557,3.174,-55.847,17.029
13,0.802,0.133,0.511,3.601,-55.359,15.808
13,0.783,0.117,0.506,-2.441,-50.354,15.503
13,0.774,0.089,0.529,-4.639,-48.645,16.541
13,0.763,0.095,0.569,-3.906,-50.964,18.677
13,0.758,0.112,0.587,-3.967,-54.687,18.677
13,0.768,0.134,0.621,-5.432,-55.908,17.944
13,0.771,0.139,0.626,-7.874,-55.908,17.334
13,0.741,0.140,0.598,-7.874,-54.504,17.273
13,0.719,0.109,0.584,-6.348,-50.110,17.090
13,0.717,0.096,0.598,-5.554,-47.791,19.470
13,0.724,0.128,0.632,-6.226,-48.157,21.667
13,0.724,0.157,0.649,-8.911,-50.171,23.926
13,0.701,0.192,0.677,-9.949,-50.232,23.987
13,0.662,0.207,0.664,-11.597,-49.316,23.376
13,0.636,0.197,0.632,-7.935,-51.697,19.226
13,0.610,0.146,0.597,-9.216,-51.514,17.334
13,0.637,0.125,0.618,-9.644,-49.927,16.602
13,0.687,0.109,0.681,-7.568,-50.171,17.273
13,0.687,0.115,0.709,-3.845,-54.382,21.545
13,0.650,0.176,0.763,-4.700,-56.519,24.719
13,0.576,0.243,0.703,-9.338,-58.105,26.733
13,0.547,0.232,0.676,-10.620,-57.739,25.085
13,0.559,0.180,0.706,-12.512,-54.077,23.254
13,0.583,0.173,0.751,-14.343,-52.368,25.452
13,0.567,0.203,0.840,-14.221,-53.955,26.428
13,0.519,0.230,0.839,-6.653,-61.646,25.146
13,0.421,0.290,0.730,-2.563,-64.880,24.048
13,0.405,0.299,0.685,-2.625,-60.547,23.560
13,0.458,0.271,0.740,-5.554,-55.298,24.841
13,0.536,0.295,0.886,-6.775,-53.528,29.358
13,0.535,0.307,0.933,1.343,-65.430,27.161
13,0.454,0.297,0.931,3.601,-72.388,24.475
13,0.403,0.313,0.857,7.629,-78.064,20.569
13,0.368,0.324,0.762,6.958,-74.219,19.775
13,0.431,0.290,0.867,-0.793,-63.171,21.790
13,0.456,0.275,0.951,-6.775,-61.951,25.757
13,0.439,0.253,1.075,-5.859,-65.125,25.940
13,0.424,0.266,1.075,4.272,-72.327,23.560
13,0.388,0.319,0.975,6.592,-71.228,21.851
13,0.391,0.305,0.931,-0.366,-56.396,18.250
13,0.384,0.285,0.933,-3.906,-45.166,17.029
13,0.286,0.229,0.965,0.793,-44.556,16.479
13,0.235,0.240,0.984,8.301,-43.945,17.578
13,0.219,0.300,1.019,8.728,-42.664,16.296
13,0.236,0.308,1.017,7.629,-36.865,12.207
13,0.243,0.261,0.985,6.409,-34.729,11.169
13,0.201,0.264,1.016,14.038,-41.626,15.320
13,0.165,0.312,1.033,14.038,-39.612,19.043
13,0.155,0.355,1.079,8.057,-29.419,17.517
13,0.160,0.350,1.071,0.732,-13.245,10.376
13,0.173,0.285,0.974,0.977,-13.977,6.104
13,0.203,0.202,0.881,0.732,-30.212,3.479
13,0.197,0.203,0.853,-1.953,-43.579,8.240
