event,aX,aY,aZ,gX,gY,gZ
7,0.582,-0.235,-0.721,0.183,48.706,-13.977
7,0.574,-0.254,-0.755,-0.549,46.570,-15.198
7,0.573,-0.263,-0.767,-0.366,42.725,-15.320
7,0.579,-0.255,-0.763,0.549,40.588,-14.587
7,0.582,-0.253,-0.761,3.235,38.818,-13.489
7,0.578,-0.255,-0.745,4.456,39.917,-14.221
7,0.565,-0.262,-0.738,2.075,43.518,-16.357
7,0.556,-0.273,-0.752,-6.165,42.908,-15.747
7,0.537,-0.293,-0.776,-7.874,40.833,-14.709
7,0.521,-0.297,-0.791,-6.226,37.720,-12.634
7,0.496,-0.282,-0.790,-4.578,37.598,-12.390
7,0.494,-0.264,-0.764,-4.089,39.063,-13.123
7,0.492,-0.265,-0.767,-5.859,37.048,-13.184
7,0.479,-0.270,-0.801,-6.775,33.691,-12.146
7,0.474,-0.267,-0.832,-7.263,28.809,-9.460
7,0.471,-0.268,-0.850,-4.822,29.907,-8.057
7,0.462,-0.283,-0.872,-3.174,30.396,-7.874
7,0.468,-0.293,-0.870,-0.427,28.931,-8.240
7,0.493,-0.308,-0.873,1.343,27.466,-8.484
7,0.493,-0.288,-0.870,3.479,23.071,-8.362
7,0.480,-0.276,-0.872,0.732,23.621,-6.897
7,0.448,-0.284,-0.883,-0.793,24.597,-5.859
7,0.418,-0.328,-0.896,0.854,23.437,-4.639
7,0.420,-0.337,-0.884,5.798,20.203,-5.249
7,0.444,-0.322,-0.856,6.470,19.104,-5.737
7,0.444,-0.309,-0.862,2.747,16.296,-4.944
7,0.426,-0.294,-0.904,0.427,14.954,-3.967
7,0.421,-0.297,-0.918,-1.770,13.733,-2.625
7,0.429,-0.322,-0.911,-1.892,13.367,-2.319
7,0.432,-0.343,-0.890,-0.122,12.329,-2.991
7,0.427,-0.348,-0.890,2.869,10.986,-4.333
7,0.421,-0.346,-0.920,3.357,10.071,-4.456
7,0.420,-0.344,-0.932,1.770,7.324,-3.540
7,0.426,-0.336,-0.933,0.916,6.409,-2.686
7,0.413,-0.330,-0.918,1.709,6.042,-1.831
7,0.408,-0.329,-0.902,3.784,6.226,-2.563
7,0.403,-0.330,-0.897,3.235,5.554,-2.502
7,0.398,-0.334,-0.901,0.793,3.906,-1.343
7,0.377,-0.353,-0.924,1.526,4.028,-1.282
7,0.394,-0.326,-0.885,5.188,4.944,-2.197
7,0.401,-0.309,-0.865,2.502,5.188,-2.686
7,0.389,-0.297,-0.867,-0.488,4.700,-2.686
7,0.376,-0.297,-0.880,-4.211,4.761,-2.380
7,0.346,-0.315,-0.894,-4.028,5.920,-2.686
7,0.339,-0.343,-0.893,-3.662,5.737,-2.808
7,0.348,-0.346,-0.893,-3.052,3.845,-2.319
7,0.351,-0.324,-0.899,-2.930,2.563,-1.709
7,0.339,-0.306,-0.902,-1.709,1.587,-0.793
7,0.320,-0.303,-0.919,-1.038,0.977,-0.427
7,0.321,-0.315,-0.941,-0.610,-2.808,0.488
7,0.338,-0.309,-0.931,1.526,-5.005,1.526
7,0.374,-0.298,-0.905,3.296,-3.845,1.587
7,0.375,-0.299,-0.901,6.592,-1.282,0.305
7,0.350,-0.294,-0.910,8.911,-1.526,-0.671
7,0.350,-0.287,-0.893,10.803,-6.104,-0.610
7,0.361,-0.282,-0.875,3.723,-9.827,3.113
7,0.365,-0.293,-0.893,1.404,-9.888,5.066
7,0.355,-0.295,-0.900,5.188,-11.536,6.348
7,0.358,-0.285,-0.887,8.301,-12.878,5.188
7,0.361,-0.289,-0.896,6.165,-13.855,5.493
7,0.355,-0.305,-0.925,0.122,-19.775,8.789
7,0.338,-0.322,-0.986,-1.770,-23.682,10.864
7,0.333,-0.295,-1.006,0.183,-27.527,13.306
7,0.335,-0.285,-1.011,4.639,-25.635,12.695
7,0.352,-0.292,-1.017,5.432,-25.208,11.841
7,0.371,-0.307,-1.022,4.578,-27.588,10.559
7,0.414,-0.337,-1.048,3.540,-29.724,10.559
7,0.423,-0.345,-1.065,2.258,-33.386,11.353
7,0.422,-0.354,-1.072,2.563,-34.973,11.658
7,0.425,-0.346,-1.054,5.188,-38.574,11.536
7,0.467,-0.313,-1.008,5.798,-40.039,11.414
7,0.534,-0.321,-0.961,0.671,-42.847,12.634
7,0.541,-0.344,-0.964,-5.127,-46.021,13.733
7,0.516,-0.355,-0.964,-5.981,-49.377,13.977
7,0.511,-0.341,-0.941,-6.653,-56.824,15.320
7,0.511,-0.307,-0.892,-7.751,-60.425,16.541
7,0.542,-0.293,-0.869,-14.587,-66.711,18.982
7,0.563,-0.294,-0.877,-21.179,-69.885,20.142
7,0.591,-0.299,-0.887,-22.339,-70.313,20.508
7,0.598,-0.300,-0.878,-20.508,-70.496,20.691
7,0.621,-0.297,-0.845,-19.165,-71.472,20.569
7,0.642,-0.284,-0.832,-19.104,-75.378,20.813
7,0.703,-0.260,-0.822,-19.043,-77.393,21.545
7,0.733,-0.253,-0.812,-17.456,-78.308,22.522
7,0.791,-0.267,-0.772,-15.137,-76.355,21.912
7,0.824,-0.283,-0.709,-9.521,-69.336,18.860
7,0.835,-0.276,-0.665,-8.179,-63.416,15.625
7,0.843,-0.249,-0.606,-10.010,-61.401,15.381
7,0.826,-0.238,-0.618,-13.367,-60.974,17.212
7,0.787,-0.208,-0.537,-11.780,-62.805,18.005
7,0.778,-0.199,-0.468,-10.559,-60.913,18.127
7,0.763,-0.214,-0.407,-12.573,-59.631,17.761
7,0.757,-0.219,-0.402,-12.085,-61.096,17.700
7,0.768,-0.198,-0.404,-8.972,-62.500,16.663
7,0.806,-0.169,-0.432,-2.441,-62.256,13.977
7,0.819,-0.165,-0.441,-2.014,-62.073,12.146
7,0.829,-0.180,-0.429,-3.540,-61.951,11.353
7,0.829,-0.190,-0.424,-3.906,-59.631,10.193
7,0.831,-0.195,-0.409,-2.930,-57.556,9.827
7,0.857,-0.183,-0.381,0.122,-52.185,9.399
7,0.870,-0.184,-0.379,3.723,-47.180,8.545
7,0.885,-0.194,-0.389,4.883,-44.739,8.118
7,0.884,-0.203,-0.374,5.432,-41.016,7.202
7,0.885,-0.210,-0.358,2.747,-40.955,6.287
7,0.901,-0.211,-0.337,1.587,-41.565,6.287
7,0.904,-0.203,-0.341,2.380,-40.222,7.080
7,0.903,-0.189,-0.344,4.456,-37.598,6.775
7,0.905,-0.189,-0.339,7.263,-32.471,3.784
7,0.900,-0.207,-0.307,6.348,-31.311,2.197
7,0.892,-0.229,-0.307,3.479,-30.823,0.122
7,0.868,-0.258,-0.337,2.502,-32.776,0.305
7,0.887,-0.232,-0.323,3.662,-36.377,2.625
7,0.904,-0.218,-0.316,4.578,-34.119,4.272
7,0.928,-0.220,-0.296,4.272,-31.982,4.456
7,0.932,-0.232,-0.279,3.479,-26.978,2.930
7,0.940,-0.262,-0.259,3.357,-24.902,1.465
7,0.939,-0.266,-0.264,3.540,-23.193,-0.427
7,0.927,-0.257,-0.273,3.784,-24.719,-0.916
7,0.888,-0.239,-0.296,2.563,-26.306,-0.488
7,0.868,-0.234,-0.303,-1.526,-28.442,1.404
7,0.855,-0.241,-0.285,-2.563,-27.954,1.709
7,0.881,-0.251,-0.228,-1.770,-25.024,-0.244
7,0.900,-0.247,-0.217,-3.601,-23.865,-2.136
7,0.928,-0.228,-0.240,-5.920,-24.170,-1.709
7,0.941,-0.223,-0.250,-9.033,-24.841,-0.061
7,0.952,-0.225,-0.253,-9.277,-24.353,-0.061
7,0.945,-0.237,-0.252,-7.568,-22.949,-1.770
7,0.950,-0.227,-0.217,-5.188,-20.752,-3.662
7,0.960,-0.197,-0.195,-5.859,-16.907,-4.211
7,0.942,-0.194,-0.226,-8.301,-8.606,-3.418
7,0.893,-0.203,-0.259,-2.075,-3.235,-2.625
8,0.985,-0.113,-0.117,3.418,2.136,1.038
8,0.991,-0.117,-0.107,1.221,1.282,1.282
8,0.985,-0.120,-0.120,-1.404,0.244,1.709
8,0.974,-0.101,-0.134,-5.798,-0.427,3.052
8,0.969,-0.094,-0.146,-3.296,1.648,4.150
8,0.960,-0.107,-0.159,-0.549,2.625,3.906
8,0.957,-0.110,-0.136,4.211,4.456,2.747
8,0.962,-0.114,-0.122,4.272,6.348,1.770
8,0.971,-0.111,-0.129,1.831,5.859,1.526
8,0.974,-0.103,-0.136,-2.197,3.479,1.770
8,0.978,-0.091,-0.150,-1.831,3.601,1.770
8,0.980,-0.096,-0.160,1.465,6.714,0.366
8,0.970,-0.108,-0.170,2.625,8.179,-0.488
8,0.958,-0.117,-0.168,2.808,8.911,-1.953
8,0.959,-0.115,-0.160,0.244,6.775,-2.808
8,0.962,-0.100,-0.144,-0.732,6.165,-3.052
8,0.956,-0.095,-0.152,0.061,7.812,-3.723
8,0.929,-0.092,-0.177,2.563,9.521,-4.578
8,0.932,-0.097,-0.149,6.775,15.442,-7.568
8,0.941,-0.106,-0.160,4.944,19.897,-9.888
8,0.948,-0.107,-0.187,2.319,18.372,-10.315
8,0.953,-0.096,-0.176,0.671,19.470,-11.169
8,0.947,-0.097,-0.196,0.916,23.682,-11.963
8,0.929,-0.109,-0.201,4.883,32.227,-14.038
8,0.914,-0.109,-0.195,12.695,38.147,-16.235
8,0.875,-0.108,-0.223,14.893,39.917,-17.090
8,0.860,-0.105,-0.238,14.099,41.016,-17.761
8,0.860,-0.106,-0.237,13.184,43.152,-18.188
8,0.859,-0.103,-0.232,12.756,52.307,-19.958
8,0.849,-0.108,-0.248,17.883,63.232,-22.583
8,0.844,-0.140,-0.284,20.264,65.979,-23.682
8,0.846,-0.153,-0.286,22.888,67.810,-24.475
8,0.829,-0.160,-0.286,22.888,69.458,-24.597
8,0.814,-0.158,-0.302,21.240,71.716,-24.597
8,0.782,-0.149,-0.321,19.287,70.374,-24.475
8,0.753,-0.153,-0.318,15.381,67.078,-25.146
8,0.740,-0.161,-0.335,8.667,66.040,-25.818
8,0.730,-0.161,-0.380,4.456,65.369,-25.513
8,0.734,-0.155,-0.388,3.113,67.200,-25.085
8,0.751,-0.162,-0.380,10.193,75.073,-26.001
8,0.742,-0.173,-0.397,13.306,77.576,-26.855
8,0.730,-0.171,-0.406,13.672,77.454,-27.527
8,0.720,-0.176,-0.462,11.536,76.660,-26.611
8,0.725,-0.180,-0.509,7.996,75.012,-23.865
8,0.754,-0.179,-0.527,9.705,75.745,-23.071
8,0.774,-0.190,-0.506,15.381,81.543,-23.804
8,0.777,-0.229,-0.525,15.808,82.520,-24.536
8,0.740,-0.248,-0.572,13.855,75.439,-25.024
8,0.730,-0.243,-0.590,10.986,70.251,-22.095
8,0.704,-0.227,-0.668,9.460,69.519,-19.836
8,0.689,-0.221,-0.691,8.667,68.481,-16.541
8,0.721,-0.226,-0.670,9.949,68.665,-15.869
8,0.748,-0.263,-0.675,12.146,67.993,-16.174
8,0.741,-0.276,-0.691,11.963,63.232,-14.282
8,0.701,-0.279,-0.748,13.123,60.608,-12.390
8,0.681,-0.265,-0.777,17.944,53.772,-9.338
8,0.695,-0.223,-0.757,19.714,50.171,-8.545
8,0.727,-0.225,-0.717,17.822,45.166,-7.385
8,0.714,-0.236,-0.735,11.292,42.969,-6.042
8,0.692,-0.256,-0.786,10.010,42.419,-5.676
8,0.685,-0.268,-0.814,11.230,39.612,-5.432
8,0.646,-0.263,-0.838,12.451,35.950,-5.188
8,0.626,-0.228,-0.785,13.550,32.166,-4.700
8,0.618,-0.229,-0.782,8.850,32.776,-4.028
8,0.597,-0.250,-0.806,7.324,32.104,-3.235
8,0.582,-0.253,-0.806,8.667,30.823,-1.221
8,0.559,-0.232,-0.780,9.644,32.043,-0.793
8,0.548,-0.221,-0.767,9.094,34.912,-0.427
8,0.530,-0.212,-0.771,7.629,34.607,0.549
8,0.494,-0.214,-0.842,8.362,28.931,3.357
8,0.481,-0.209,-0.865,10.742,25.452,4.211
8,0.513,-0.195,-0.835,16.418,23.560,4.211
8,0.541,-0.194,-0.806,19.104,26.794,3.113
8,0.552,-0.216,-0.801,17.395,26.794,2.502
8,0.529,-0.232,-0.831,12.146,21.179,1.892
8,0.502,-0.233,-0.861,10.376,17.395,2.014
8,0.508,-0.208,-0.849,8.728,14.160,2.991
8,0.524,-0.160,-0.813,7.568,15.137,3.357
8,0.531,-0.156,-0.816,6.042,19.897,3.418
8,0.513,-0.159,-0.896,8.972,23.132,2.319
8,0.498,-0.101,-0.957,21.362,29.907,-2.747
8,0.528,-0.055,-0.916,33.142,39.246,-7.019
8,0.590,-0.079,-0.858,38.147,43.335,-6.531
8,0.596,-0.136,-0.871,33.875,39.856,1.038
8,0.576,-0.233,-0.978,28.992,32.349,4.944
8,0.507,-0.211,-1.083,23.315,9.460,5.676
8,0.471,-0.149,-1.076,23.071,-4.700,2.625
8,0.441,-0.062,-0.995,22.827,-5.249,2.563
8,0.440,-0.074,-0.957,19.775,-1.343,3.784
8,0.444,-0.164,-0.919,19.409,-0.305,4.150
8,0.426,-0.193,-0.896,19.653,-3.357,3.418
8,0.408,-0.178,-0.897,17.212,-7.263,2.136
8,0.387,-0.141,-0.935,14.404,-8.057,2.563
8,0.394,-0.121,-0.943,12.268,-9.521,3.723
8,0.430,-0.086,-0.912,13.062,-11.475,3.296
8,0.451,-0.068,-0.884,12.573,-16.296,0.977
8,0.498,-0.070,-0.840,12.146,-16.357,-0.183
8,0.500,-0.103,-0.912,11.780,-13.306,-0.610
8,0.472,-0.103,-0.968,9.888,-17.395,0.488
8,0.435,-0.097,-0.992,10.437,-21.240,0.671
8,0.447,-0.085,-0.960,12.268,-26.733,2.869
8,0.520,-0.052,-0.820,11.841,-25.940,4.700
8,0.515,-0.117,-0.878,10.742,-16.907,6.836
8,0.486,-0.155,-0.958,11.780,-19.409,7.568
8,0.479,-0.140,-0.992,12.207,-25.330,8.423
8,0.506,-0.100,-0.960,6.165,-32.959,12.268
8,0.544,-0.043,-0.941,2.197,-32.593,13.977
8,0.557,-0.044,-0.957,0.916,-32.715,14.404
8,0.586,-0.064,-0.965,2.136,-36.011,14.099
8,0.595,-0.024,-0.932,2.502,-41.321,13.916
8,0.616,-0.012,-0.895,-0.122,-35.156,13.672
8,0.665,-0.078,-0.860,-1.587,-30.212,14.832
8,0.661,-0.117,-0.888,-3.906,-31.433,18.921
8,0.638,-0.113,-0.965,-5.615,-37.537,20.264
8,0.637,-0.073,-0.974,-9.094,-49.927,20.142
8,0.671,-0.060,-0.880,-11.169,-51.270,18.433
8,0.688,-0.093,-0.831,-16.846,-43.091,13.733
8,0.707,-0.167,-0.803,-19.165,-40.588,12.756
8,0.687,-0.185,-0.846,-19.531,-49.377,15.747
8,0.682,-0.167,-0.857,-20.142,-63.721,19.653
8,0.700,-0.126,-0.804,-23.071,-67.749,20.874
8,0.694,-0.123,-0.768,-30.945,-68.054,21.973
8,0.666,-0.127,-0.731,-32.227,-65.857,21.912
8,0.668,-0.130,-0.727,-29.114,-64.270,21.362
8,0.684,-0.101,-0.725,-28.076,-66.345,20.996
8,0.728,-0.075,-0.711,-32.227,-71.472,19.409
8,0.759,-0.075,-0.707,-38.025,-74.463,19.409
8,0.821,-0.070,-0.742,-39.246,-73.730,21.240
8,0.846,-0.051,-0.758,-33.936,-70.313,25.696
8,0.870,-0.053,-0.726,-28.137,-68.115,26.123
8,0.824,-0.077,-0.668,-20.264,-65.063,21.545
8,0.811,-0.062,-0.624,-19.226,-66.162,13.855
8,0.883,-0.051,-0.474,-17.334,-67.261,11.475
8,0.904,-0.095,-0.499,-18.494,-68.115,14.343
8,0.872,-0.060,-0.539,-18.066,-68.481,20.630
8,0.851,0.006,-0.487,-15.076,-66.345,21.729
8,0.848,-0.037,-0.345,-14.404,-64.819,20.264
8,0.839,-0.055,-0.310,-14.038,-56.519,16.235
8,0.850,-0.045,-0.369,-13.977,-52.490,14.893
8,0.883,0.003,-0.401,-11.292,-50.537,13.428
8,0.890,0.026,-0.408,-10.620,-45.410,13.000
8,0.911,0.014,-0.399,-12.817,-44.312,13.367
8,0.929,-0.002,-0.351,-13.855,-45.776,14.221
8,0.962,-0.013,-0.257,-11.230,-43.945,13.672
8,0.974,-0.024,-0.249,-5.798,-39.551,12.207
8,0.985,-0.021,-0.313,-4.272,-39.185,12.756
8,0.951,0.049,-0.388,-1.648,-40.833,15.686
8,0.940,0.065,-0.395,1.404,-40.039,16.357
8,0.937,0.034,-0.341,2.197,-38.513,15.808
8,0.942,0.002,-0.292,3.601,-35.706,13.855
8,0.962,-0.036,-0.221,4.639,-35.034,13.367
8,0.979,-0.013,-0.253,4.578,-34.851,14.832
8,0.976,0.011,-0.280,2.930,-35.034,16.174
8,0.952,0.040,-0.272,0.854,-30.640,15.686
8,0.933,0.031,-0.264,1.343,-24.170,10.010
8,0.882,0.007,-0.267,1.831,-23.926,7.751
8,0.875,0.003,-0.257,5.737,-23.193,5.310
8,0.907,0.018,-0.238,7.996,-21.545,4.639
8,0.933,0.026,-0.224,8.362,-18.066,3.418
8,0.964,0.023,-0.244,5.981,-16.907,2.869
8,0.970,0.035,-0.253,2.319,-16.174,1.282
8,0.972,0.032,-0.235,0.366,-16.663,-1.404
8,0.999,0.018,-0.195,-1.038,-16.785,-3.052
8,1.002,0.013,-0.208,-3.601,-19.104,-4.211
8,0.967,0.009,-0.253,-3.967,-21.362,-3.967
8,0.943,0.038,-0.265,-2.930,-20.813,-4.150
8,0.944,0.051,-0.253,-1.831,-14.343,-4.944
8,0.956,0.055,-0.206,-0.366,-10.315,-5.249
8,0.957,0.039,-0.193,1.709,-4.333,-4.700
8,0.963,0.001,-0.205,-0.122,-4.395,-3.296
8,0.971,-0.005,-0.227,-1.160,-4.639,-3.052
8,0.971,-0.000,-0.238,-1.709,-4.456,-3.662
8,0.953,0.010,-0.255,-1.343,-4.639,-4.089
8,0.949,0.011,-0.214,0.122,-7.874,-5.432
8,0.960,0.005,-0.182,-1.221,-8.118,-7.141
8,0.981,-0.014,-0.200,-2.747,-6.531,-6.897
8,0.982,-0.014,-0.228,-2.991,-5.310,-5.554
8,0.977,-0.016,-0.231,-2.808,-3.845,-6.287
8,0.951,-0.017,-0.249,-3.357,-4.028,-6.409
8,0.933,-0.011,-0.259,-2.502,-9.094,-5.432
8,0.954,-0.001,-0.179,-1.831,-10.620,-5.432
8,0.975,-0.031,-0.182,-4.150,-8.789,-5.859
8,0.980,-0.047,-0.199,-7.507,-9.277,-4.822
8,0.966,-0.043,-0.201,-7.446,-8.911,-4.700
8,0.911,-0.020,-0.225,-5.798,-6.897,-6.775
8,0.892,-0.004,-0.212,-2.686,-6.836,-9.338
8,0.904,0.004,-0.145,0.549,-4.028,-11.047
8,0.915,-0.021,-0.137,2.197,1.709,-13.611
8,0.942,-0.068,-0.148,0.549,1.709,-13.611
8,0.986,-0.073,-0.127,-1.465,-1.831,-13.245
8,0.992,-0.075,-0.146,-4.517,-5.310,-15.503
8,0.966,-0.069,-0.217,-5.188,-6.104,-17.578
8,0.949,-0.054,-0.208,-1.709,-4.028,-19.897
8,0.946,-0.049,-0.186,-3.784,-2.380,-18.311
8,0.948,-0.066,-0.165,-5.798,-2.380,-17.395
8,0.955,-0.078,-0.168,-5.798,-2.380,-16.174
8,0.997,-0.104,-0.177,-2.869,-1.770,-16.235
8,1.031,-0.115,-0.181,1.648,-0.305,-16.479
8,1.033,-0.118,-0.179,-1.648,-1.465,-15.869
8,1.033,-0.117,-0.184,-3.296,-1.526,-15.503
9,0.997,-0.082,-0.130,2.075,4.395,0.366
9,1.000,-0.083,-0.130,1.770,4.578,0.061
9,0.993,-0.081,-0.115,1.892,4.700,0.000
9,0.981,-0.081,-0.118,2.319,4.333,0.000
9,0.979,-0.077,-0.120,1.892,2.869,0.000
9,0.984,-0.077,-0.128,1.892,2.380,0.061
9,0.986,-0.078,-0.134,2.258,2.625,0.122
9,0.989,-0.081,-0.126,2.563,3.174,-0.061
9,0.986,-0.084,-0.124,3.174,3.784,-0.244
9,0.973,-0.081,-0.133,3.174,3.601,-0.244
9,0.975,-0.073,-0.133,2.014,2.686,0.061
9,0.982,-0.072,-0.129,0.122,1.892,0.732
9,0.995,-0.076,-0.129,-0.366,2.075,0.854
9,0.994,-0.079,-0.138,0.854,2.869,0.732
9,0.989,-0.081,-0.144,2.319,3.235,0.488
9,0.990,-0.076,-0.131,4.578,3.906,-0.061
9,0.984,-0.074,-0.133,4.944,4.272,-0.671
9,0.970,-0.072,-0.142,4.883,3.967,-0.854
9,0.969,-0.073,-0.143,4.333,3.052,-1.099
9,0.977,-0.080,-0.138,3.174,2.625,-1.160
9,0.979,-0.083,-0.142,-0.305,0.793,-0.732
9,0.987,-0.083,-0.149,-0.549,-1.404,0.000
9,0.988,-0.080,-0.139,0.854,-0.671,-0.061
9,0.985,-0.078,-0.145,3.174,2.502,-0.610
9,0.971,-0.075,-0.146,3.113,2.930,-0.854
9,0.959,-0.083,-0.141,0.732,2.686,-1.160
9,0.954,-0.088,-0.166,0.000,0.671,-1.465
9,0.966,-0.078,-0.128,0.549,0.244,-1.465
9,0.976,-0.074,-0.102,-0.122,7.202,-2.075
9,0.967,-0.088,-0.169,-2.258,9.583,-2.258
9,0.963,-0.085,-0.180,-2.075,8.911,-1.526
9,0.964,-0.078,-0.141,0.916,10.437,-1.465
9,0.944,-0.086,-0.154,5.188,16.296,-2.686
9,0.935,-0.085,-0.164,4.822,18.677,-3.601
9,0.928,-0.078,-0.163,4.578,19.714,-3.906
9,0.924,-0.081,-0.167,3.296,23.621,-4.761
9,0.912,-0.085,-0.183,1.892,25.269,-5.127
9,0.891,-0.083,-0.193,1.099,26.855,-5.371
9,0.879,-0.080,-0.195,3.601,31.433,-5.859
9,0.861,-0.085,-0.209,4.639,34.668,-6.409
9,0.854,-0.085,-0.206,4.578,39.917,-7.385
9,0.849,-0.077,-0.197,4.700,42.847,-7.812
9,0.845,-0.072,-0.209,6.775,48.706,-8.362
9,0.835,-0.077,-0.241,6.775,53.467,-9.338
9,0.821,-0.093,-0.253,4.028,55.603,-9.460
9,0.818,-0.100,-0.261,-1.770,59.448,-9.338
9,0.808,-0.106,-0.289,-1.404,60.486,-9.766
9,0.812,-0.102,-0.282,4.822,63.171,-11.108
9,0.830,-0.092,-0.263,7.935,66.406,-12.024
9,0.819,-0.094,-0.305,7.019,73.364,-13.611
9,0.805,-0.094,-0.329,-0.671,77.637,-11.719
9,0.784,-0.097,-0.371,-3.296,78.857,-9.949
9,0.778,-0.093,-0.380,-2.869,79.590,-8.179
9,0.764,-0.078,-0.373,-0.671,79.895,-8.850
9,0.736,-0.090,-0.375,4.883,82.886,-12.512
9,0.723,-0.102,-0.393,8.057,87.158,-15.381
9,0.717,-0.122,-0.479,7.507,88.013,-14.893
9,0.732,-0.123,-0.510,2.869,86.731,-10.925
9,0.776,-0.111,-0.555,-0.549,85.937,-8.179
9,0.804,-0.108,-0.574,-1.465,84.290,-5.676
9,0.804,-0.116,-0.572,8.423,83.252,-9.521
9,0.808,-0.144,-0.558,10.925,83.069,-11.353
9,0.812,-0.156,-0.558,6.165,83.557,-12.695
9,0.809,-0.160,-0.599,1.648,83.191,-12.268
9,0.770,-0.163,-0.660,-3.357,78.674,-10.803
9,0.749,-0.169,-0.690,0.488,67.749,-10.681
9,0.711,-0.166,-0.717,5.066,60.547,-11.169
9,0.712,-0.142,-0.652,11.414,56.885,-12.451
9,0.713,-0.158,-0.643,9.460,60.974,-13.062
9,0.709,-0.182,-0.689,1.831,61.340,-13.062
9,0.712,-0.177,-0.716,0.488,57.190,-12.695
9,0.675,-0.153,-0.732,0.427,55.176,-12.756
9,0.649,-0.151,-0.735,0.366,47.119,-12.085
9,0.631,-0.146,-0.714,1.160,44.739,-11.719
9,0.632,-0.151,-0.747,3.845,46.814,-11.230
9,0.630,-0.156,-0.767,4.944,50.537,-11.414
9,0.616,-0.159,-0.789,4.761,51.147,-12.024
9,0.600,-0.161,-0.792,4.395,47.913,-12.573
9,0.572,-0.162,-0.773,3.113,44.617,-11.841
9,0.573,-0.163,-0.759,-1.709,39.124,-8.423
9,0.598,-0.166,-0.779,-2.991,38.086,-6.775
9,0.593,-0.161,-0.877,-1.099,33.264,-5.188
9,0.583,-0.152,-0.901,2.197,26.306,-3.845
9,0.576,-0.152,-0.879,4.578,25.757,-3.296
9,0.583,-0.167,-0.854,5.066,26.123,-2.747
9,0.576,-0.194,-0.844,4.639,26.733,-2.808
9,0.563,-0.193,-0.863,6.348,23.926,-2.625
9,0.547,-0.160,-0.897,6.897,20.447,-1.892
9,0.545,-0.154,-0.921,4.089,15.625,0.366
9,0.554,-0.171,-0.915,2.136,16.785,1.282
9,0.573,-0.187,-0.899,2.808,17.700,1.221
9,0.565,-0.180,-0.912,5.737,16.296,0.427
9,0.533,-0.149,-0.952,7.507,14.771,-0.122
9,0.527,-0.139,-0.953,9.521,13.916,-0.488
9,0.542,-0.171,-0.921,8.972,13.611,-0.183
9,0.556,-0.202,-0.897,5.920,10.681,-0.488
9,0.561,-0.226,-0.883,5.249,9.094,-1.160
9,0.530,-0.200,-0.946,6.104,3.418,-1.953
9,0.514,-0.172,-0.979,8.789,-4.028,-1.526
9,0.496,-0.112,-0.978,10.803,-6.104,-1.343
9,0.495,-0.107,-0.939,11.780,-5.127,-1.160
9,0.511,-0.161,-0.872,9.827,-3.418,-1.343
9,0.519,-0.198,-0.872,2.686,-3.967,-1.587
9,0.492,-0.220,-0.947,0.061,-7.263,-1.343
9,0.463,-0.149,-0.964,0.610,-15.686,-1.282
9,0.467,-0.121,-0.927,1.709,-17.212,-2.808
9,0.464,-0.142,-0.875,0.000,-15.808,-3.235
9,0.470,-0.180,-0.884,-0.916,-16.052,-4.578
9,0.483,-0.210,-0.891,0.549,-20.447,-5.737
9,0.479,-0.165,-0.896,0.854,-21.057,-5.676
9,0.471,-0.149,-0.896,-0.549,-19.653,-4.028
9,0.469,-0.151,-0.891,-1.526,-17.517,-3.296
9,0.480,-0.166,-0.896,-0.244,-15.686,-3.662
9,0.488,-0.156,-0.888,3.113,-19.836,-3.601
9,0.488,-0.135,-0.887,3.662,-22.034,-2.991
9,0.487,-0.144,-0.892,3.418,-21.973,-2.563
9,0.495,-0.194,-0.915,4.150,-21.118,-2.747
9,0.499,-0.207,-0.929,5.127,-25.513,-2.136
9,0.505,-0.182,-0.961,5.310,-34.973,-1.404
9,0.521,-0.136,-0.971,5.005,-38.452,-1.343
9,0.535,-0.132,-0.969,1.343,-42.969,-1.221
9,0.562,-0.168,-0.935,-1.770,-45.471,-0.610
9,0.585,-0.197,-0.933,-3.540,-52.246,0.549
9,0.628,-0.160,-0.921,-0.305,-59.875,0.549
9,0.646,-0.148,-0.916,-1.160,-64.087,-0.122
9,0.674,-0.161,-0.885,-3.662,-65.674,-0.610
9,0.685,-0.181,-0.883,-10.071,-71.655,-0.427
9,0.712,-0.203,-0.917,-12.573,-76.660,0.977
9,0.737,-0.188,-0.943,-13.611,-85.571,5.371
9,0.813,-0.141,-0.981,-10.803,-87.402,8.423
9,0.922,-0.140,-0.954,-8.667,-85.083,9.338
9,0.979,-0.155,-0.919,-5.371,-76.782,9.827
9,1.109,-0.178,-0.787,-4.639,-71.655,8.972
9,1.152,-0.183,-0.662,3.418,-59.326,5.371
9,1.108,-0.183,-0.604,10.132,-50.537,2.441
9,0.924,-0.167,-0.484,8.057,-49.072,2.136
9,0.819,-0.157,-0.442,1.953,-54.016,2.380
9,0.691,-0.167,-0.368,-0.916,-61.401,2.380
9,0.690,-0.177,-0.320,-5.310,-77.576,1.892
9,0.773,-0.178,-0.261,-4.639,-82.764,1.099
9,0.857,-0.149,-0.282,-7.874,-83.374,1.648
9,0.870,-0.140,-0.335,-14.832,-76.416,4.822
9,0.861,-0.137,-0.393,-13.977,-74.219,5.737
9,0.854,-0.134,-0.369,-7.141,-70.984,5.188
