event,aX,aY,aZ,gX,gY,gZ
8,-0.092,-0.914,-0.406,0.000,-0.061,0.366
8,-0.091,-0.915,-0.406,-0.061,-0.061,0.366
8,-0.091,-0.915,-0.406,-0.183,-0.061,0.305
8,-0.091,-0.914,-0.406,-0.122,-0.061,0.305
8,-0.090,-0.914,-0.405,-0.122,-0.061,0.305
8,-0.091,-0.914,-0.405,-0.061,-0.061,0.305
8,-0.092,-0.915,-0.406,0.000,-0.061,0.366
8,-0.091,-0.915,-0.406,0.000,-0.061,0.366
8,-0.091,-0.916,-0.405,0.061,0.000,0.366
8,-0.090,-0.916,-0.405,0.061,-0.061,0.366
8,-0.089,-0.915,-0.406,0.000,-0.061,0.366
8,-0.091,-0.916,-0.406,0.000,-0.122,0.305
8,-0.090,-0.916,-0.405,-0.061,0.000,0.305
8,-0.091,-0.916,-0.406,-0.122,0.000,0.305
8,-0.091,-0.916,-0.406,-0.061,0.000,0.305
8,-0.091,-0.915,-0.406,0.000,-0.061,0.366
8,-0.091,-0.916,-0.405,0.000,-0.061,0.366
8,-0.090,-0.916,-0.406,0.000,-0.122,0.305
8,-0.090,-0.916,-0.406,0.122,-0.061,0.366
8,-0.091,-0.915,-0.405,0.061,-0.061,0.366
8,-0.091,-0.915,-0.405,0.000,-0.122,0.305
8,-0.089,-0.916,-0.405,-0.061,-0.122,0.244
8,-0.090,-0.915,-0.406,0.000,-0.061,0.244
8,-0.090,-0.915,-0.406,0.000,0.000,0.305
8,-0.091,-0.916,-0.405,-0.061,0.000,0.305
8,-0.090,-0.916,-0.405,-0.061,-0.061,0.244
8,-0.090,-0.916,-0.405,-0.061,0.000,0.244
8,-0.090,-0.916,-0.405,0.000,0.000,0.366
8,-0.090,-0.916,-0.405,0.000,0.000,0.305
8,-0.090,-0.916,-0.404,0.000,0.000,0.305
8,-0.090,-0.916,-0.404,0.000,-0.061,0.305
8,-0.089,-0.915,-0.405,0.000,-0.061,0.305
8,-0.090,-0.916,-0.406,0.000,-0.061,0.244
8,-0.090,-0.916,-0.405,0.000,0.000,0.183
8,-0.090,-0.915,-0.405,-0.061,0.000,0.183
8,-0.089,-0.916,-0.405,-0.061,0.000,0.305
8,-0.089,-0.915,-0.405,-0.061,0.000,0.305
8,-0.090,-0.917,-0.406,0.000,0.000,0.305
8,-0.090,-0.917,-0.406,0.000,-0.061,0.366
8,-0.090,-0.917,-0.405,0.000,-0.061,0.305
8,-0.089,-0.917,-0.405,0.000,-0.061,0.305
8,-0.089,-0.915,-0.406,-0.061,-0.061,0.305
8,-0.090,-0.916,-0.406,-0.061,0.000,0.305
8,-0.089,-0.917,-0.405,-0.061,0.061,0.305
8,-0.089,-0.916,-0.406,0.061,0.061,0.244
8,-0.090,-0.916,-0.406,-0.061,-0.061,0.183
8,-0.089,-0.916,-0.405,-0.061,-0.061,0.244
8,-0.089,-0.916,-0.405,-0.061,0.000,0.244
8,-0.089,-0.916,-0.404,-0.061,-0.061,0.244
8,-0.089,-0.916,-0.405,-0.061,-0.061,0.244
8,-0.090,-0.916,-0.405,-0.061,-0.061,0.305
8,-0.090,-0.916,-0.404,0.000,-0.061,0.305
8,-0.090,-0.916,-0.404,0.000,-0.061,0.244
8,-0.089,-0.916,-0.405,-0.061,0.000,0.244
8,-0.090,-0.916,-0.406,0.000,0.000,0.244
8,-0.090,-0.916,-0.405,-0.061,0.000,0.305
8,-0.088,-0.915,-0.404,-0.122,0.000,0.305
8,-0.088,-0.915,-0.405,-0.122,0.000,0.305
8,-0.089,-0.916,-0.406,-0.061,-0.061,0.305
8,-0.089,-0.916,-0.405,-0.061,0.000,0.244
8,-0.088,-0.916,-0.404,-0.061,0.000,0.183
8,-0.088,-0.915,-0.404,-0.122,0.000,0.244
8,-0.089,-0.916,-0.404,-0.122,-0.122,0.305
8,-0.089,-0.916,-0.404,-0.122,-0.122,0.305
8,-0.089,-0.916,-0.405,-0.122,-0.061,0.305
8,-0.088,-0.915,-0.406,-0.061,-0.061,0.244
8,-0.088,-0.916,-0.405,0.000,0.000,0.244
8,-0.089,-0.916,-0.405,0.000,0.000,0.244
8,-0.089,-0.917,-0.405,0.000,0.000,0.183
8,-0.088,-0.916,-0.405,-0.061,-0.061,0.305
8,-0.088,-0.916,-0.405,-0.061,-0.061,0.305
8,-0.088,-0.916,-0.404,-0.061,-0.061,0.244
8,-0.089,-0.916,-0.405,-0.122,-0.061,0.244
8,-0.089,-0.916,-0.405,-0.061,0.000,0.244
8,-0.087,-0.917,-0.403,-0.061,-0.061,0.183
8,-0.088,-0.917,-0.404,-0.122,-0.061,0.183
8,-0.088,-0.916,-0.405,-0.122,0.000,0.244
8,-0.088,-0.915,-0.404,-0.122,-0.061,0.366
8,-0.088,-0.915,-0.404,-0.122,-0.061,0.244
8,-0.088,-0.915,-0.404,-0.061,-0.061,0.183
8,-0.088,-0.916,-0.403,0.000,0.000,0.183
8,-0.088,-0.917,-0.404,0.000,0.000,0.183
8,-0.087,-0.917,-0.404,0.000,-0.061,0.244
8,-0.088,-0.916,-0.404,-0.061,0.000,0.244
8,-0.089,-0.917,-0.403,-0.122,0.000,0.244
8,-0.088,-0.917,-0.404,0.000,0.061,0.244
8,-0.087,-0.916,-0.404,0.000,0.000,0.244
8,-0.088,-0.916,-0.403,0.061,-0.061,0.305
8,-0.088,-0.917,-0.405,0.061,0.000,0.244
8,-0.088,-0.916,-0.405,-0.061,0.061,0.122
8,-0.087,-0.916,-0.404,-0.061,0.000,0.122
8,-0.088,-0.916,-0.404,-0.061,0.000,0.183
8,-0.088,-0.916,-0.403,0.000,0.061,0.183
9,0.989,-0.013,-0.124,-0.305,-5.554,-0.427
9,0.992,-0.008,-0.124,0.000,-4.456,0.549
9,0.993,-0.004,-0.132,1.526,-2.625,0.549
9,0.991,-0.009,-0.141,2.747,-1.160,0.061
9,0.998,-0.019,-0.138,-1.831,-4.578,-0.427
9,1.020,-0.038,-0.110,-6.226,-7.629,-0.793
9,1.029,-0.050,-0.087,-18.555,-15.686,-1.892
9,1.022,-0.059,-0.072,-28.381,-21.118,-1.892
9,0.975,-0.027,-0.069,-52.551,-35.034,1.221
9,0.969,-0.010,-0.065,-81.787,-47.241,8.179
9,1.002,-0.016,-0.039,-97.961,-52.795,10.925
9,1.016,-0.027,-0.014,-122.742,-63.477,11.230
9,0.989,0.047,0.107,-133.423,-66.589,8.545
9,0.982,-0.073,0.172,-135.010,-62.805,-3.967
9,1.022,-0.179,0.209,-142.700,-66.406,10.559
9,1.034,-0.105,0.356,-149.841,-70.068,27.527
9,0.994,0.076,0.493,-132.690,-59.204,43.335
9,0.988,0.118,0.509,-75.500,-18.127,26.062
9,0.996,0.103,0.382,-51.575,8.911,12.390
9,0.990,0.069,0.266,-43.335,45.593,-6.531
9,0.977,0.008,0.083,-52.551,47.913,-8.789
9,0.982,-0.002,0.054,-74.341,33.020,-2.747
9,1.032,0.040,0.067,-77.393,24.719,-0.122
9,1.062,0.070,0.086,-65.186,17.761,-5.859
9,1.056,0.051,0.067,-55.786,24.780,-18.738
9,1.011,-0.023,-0.019,-51.392,29.236,-23.132
9,0.979,-0.058,-0.065,-43.396,29.846,-23.926
9,0.946,-0.082,-0.108,-42.114,24.536,-19.653
9,0.956,-0.057,-0.089,-52.612,6.348,-3.662
9,1.018,0.028,0.009,-64.270,-1.160,2.930
9,1.058,0.052,0.107,-81.909,-4.333,3.418
9,1.061,0.018,0.098,-50.171,14.893,-14.648
9,1.026,-0.083,-0.113,-21.423,29.907,-24.536
9,0.998,-0.112,-0.249,9.460,40.283,-30.579
9,0.937,-0.108,-0.339,5.371,28.076,-25.452
9,0.907,-0.072,-0.267,-25.818,-13.916,-6.042
9,0.886,0.056,0.013,-44.983,-31.555,3.357
9,0.944,0.186,0.215,-80.811,-42.664,11.047
9,0.990,0.211,0.245,-109.741,-22.888,-8.179
9,1.013,0.110,0.219,-112.122,-8.118,-25.391
9,0.978,0.026,0.198,-107.544,16.235,-50.537
9,0.856,-0.095,0.190,-109.070,24.048,-55.176
9,0.668,-0.122,0.199,-130.249,35.889,-50.476
9,0.583,-0.066,0.203,-317.932,35.828,-17.578
9,0.379,0.220,0.276,-400.391,24.658,0.061
9,0.315,0.368,0.338,-465.576,-13.733,12.085
9,0.376,0.545,0.494,-428.650,-34.546,3.052
9,0.274,0.587,0.567,-179.443,-53.162,-45.837
9,-0.003,0.564,0.691,-66.406,-48.767,-78.735
9,-0.182,0.286,0.430,31.128,43.823,-152.527
9,-0.253,0.131,0.119,-64.026,173.645,-195.190
9,-0.254,0.073,-0.055,-213.135,167.480,-187.927
9,-0.220,0.077,-0.036,-371.643,123.230,-182.373
9,-0.257,0.048,-0.024,-331.787,112.305,-187.256
9,-0.280,0.033,-0.042,-226.562,101.013,-188.782
9,-0.271,0.026,-0.063,-221.497,91.797,-185.364
9,-0.257,0.014,-0.073,-226.501,69.458,-179.565
9,-0.253,0.011,-0.078,-201.660,44.434,-170.593
9,-0.250,0.012,-0.078,-190.918,31.494,-165.161
9,-0.248,0.013,-0.074,-174.316,7.446,-155.762
9,-0.242,0.011,-0.062,-155.151,-13.916,-147.400
9,-0.242,0.010,-0.059,-144.653,-24.597,-143.005
9,-0.246,0.013,-0.054,-119.751,-46.875,-134.521
9,-0.257,0.019,-0.034,-103.699,-57.617,-131.531
9,-0.267,0.022,-0.028,-67.261,-77.576,-129.333
9,-0.282,0.029,-0.020,-46.143,-87.158,-130.249
9,0.145,0.113,-0.035,4.944,-101.685,-145.508
9,-0.048,0.066,-0.029,-14.893,-110.291,-192.383
9,-0.064,0.082,0.146,-53.223,-120.117,-200.256
9,-0.228,0.072,0.236,11.963,-40.405,-242.371
9,-0.676,0.084,-0.184,160.400,42.725,-266.235
9,-0.433,0.020,-0.574,-94.238,26.672,-291.687
9,0.534,-0.214,-1.115,20.142,-135.315,-296.143
9,-1.358,-3.434,2.920,-1077.942,-644.470,-324.219
9,-0.628,-3.829,4.000,520.142,-136.292,-125.061
9,0.233,-1.098,0.457,1335.998,86.792,-55.786
9,0.194,-0.230,-0.507,408.142,15.564,-84.045
9,-0.004,0.168,0.205,139.893,-33.813,-108.643
9,-0.054,0.060,0.216,251.831,-68.298,-128.052
9,-0.203,-0.608,-0.016,273.804,-76.111,-118.469
9,-0.299,-0.873,0.103,95.276,-87.402,6.165
9,-0.167,-0.853,0.190,15.503,-70.679,111.572
9,-0.055,-1.108,0.145,85.266,-55.115,99.243
9,-0.098,-1.192,0.049,143.616,-18.555,23.621
9,-0.145,-1.091,0.056,88.684,-10.071,-0.793
9,-0.130,-0.990,0.085,44.678,-2.808,-14.099
9,-0.127,-0.936,0.095,54.443,-3.784,-12.634
9,-0.146,-0.986,0.091,53.345,-17.517,-3.235
9,-0.142,-1.001,0.037,68.420,-19.104,-1.831
9,-0.139,-0.995,-0.020,53.772,-17.090,-3.540
9,-0.143,-0.990,-0.034,16.357,-8.423,-3.235
9,-0.145,-0.975,-0.000,-5.859,-6.287,0.305
9,-0.142,-0.994,0.027,-9.155,0.427,4.211
9,-0.140,-0.997,0.035,-4.333,0.854,2.747
9,-0.137,-0.991,0.031,1.282,0.244,1.282
9,-0.138,-0.991,0.021,8.362,-0.366,-0.305
9,-0.142,-0.987,0.010,5.615,-0.244,-0.061
9,-0.139,-0.990,0.021,-2.563,0.122,1.160
9,-0.138,-0.992,0.026,-1.465,0.183,0.977
9,-0.139,-0.992,0.024,1.099,0.061,0.427
9,-0.140,-0.991,0.020,2.869,-0.061,-0.061
9,-0.139,-0.989,0.018,1.953,-0.061,0.122
9,-0.139,-0.990,0.020,0.610,0.061,0.427
9,-0.140,-0.991,0.021,1.038,0.061,0.305
9,-0.139,-0.991,0.018,1.770,0.000,0.061
9,-0.139,-0.991,0.016,0.854,0.000,0.244
9,-0.139,-0.990,0.018,0.183,0.000,0.366
9,-0.139,-0.990,0.020,-0.061,0.061,0.366
9,-0.140,-0.992,0.019,0.244,0.061,0.305
9,-0.140,-0.992,0.019,0.366,0.000,0.305
9,-0.139,-0.991,0.018,0.061,0.000,0.366
9,-0.139,-0.992,0.020,0.061,0.000,0.427
9,-0.139,-0.992,0.019,1.526,-0.061,0.183
9,-0.138,-0.990,0.017,1.648,-0.061,0.061
9,-0.139,-0.990,0.016,0.916,-0.061,0.183
9,-0.138,-0.990,0.018,0.671,-0.061,0.244
9,-0.138,-0.990,0.018,0.916,-0.061,0.305
9,-0.140,-0.990,0.017,0.732,-0.061,0.244
9,-0.139,-0.991,0.016,1.343,0.000,0.183
9,-0.138,-0.990,0.016,1.343,0.000,0.122
9,-0.138,-0.990,0.017,0.610,0.000,0.244
9,-0.139,-0.990,0.017,-0.610,-0.061,0.488
9,-0.138,-0.990,0.017,-0.610,0.000,0.427
9,-0.138,-0.990,0.017,-0.183,-0.061,0.366
9,-0.139,-0.990,0.017,-0.183,0.000,0.366
9,-0.139,-0.991,0.016,-0.305,0.000,0.366
9,-0.138,-0.991,0.017,-0.366,0.000,0.427
9,-0.138,-0.991,0.018,-0.244,0.061,0.427
9,-0.138,-0.991,0.017,-0.183,0.061,0.488
9,-0.138,-0.991,0.017,-0.183,0.000,0.427
9,-0.137,-0.990,0.018,-0.244,-0.061,0.427
9,-0.137,-0.990,0.018,-0.244,0.000,0.366
9,-0.137,-0.991,0.017,-0.122,0.000,0.366
9,-0.137,-0.990,0.018,-0.122,0.061,0.427
9,-0.137,-0.990,0.017,-0.366,0.061,0.488
9,-0.136,-0.990,0.017,-0.488,0.061,0.488
9,-0.136,-0.989,0.017,-0.366,0.061,0.488
9,-0.138,-0.990,0.018,-0.244,0.061,0.488
9,-0.138,-0.991,0.019,-0.427,0.061,0.549
9,-0.136,-0.992,0.018,-0.488,0.061,0.549
9,-0.136,-0.991,0.019,-0.366,0.000,0.488
9,-0.136,-0.990,0.019,-0.244,0.061,0.488
9,-0.137,-0.990,0.018,-0.244,0.061,0.488
9,-0.137,-0.991,0.019,-0.488,0.061,0.488
9,-0.137,-0.991,0.019,-0.427,0.061,0.366
9,-0.136,-0.990,0.018,-0.305,0.061,0.366
9,-0.137,-0.989,0.019,-0.427,0.061,0.305
9,-0.137,-0.990,0.020,-0.610,0.061,0.244
9,-0.135,-0.990,0.020,-0.427,0.122,0.183
9,-0.135,-0.991,0.020,-0.244,0.122,0.244
9,-0.136,-0.991,0.020,-0.366,0.061,0.244
9,-0.136,-0.990,0.019,-0.366,0.000,0.305
9,-0.136,-0.991,0.018,-0.244,0.061,0.366
9,-0.135,-0.990,0.020,-0.427,0.061,0.305
9,-0.136,-0.991,0.020,-0.183,0.000,0.305
9,-0.136,-0.990,0.020,0.061,0.061,0.244
9,-0.135,-0.990,0.020,-0.061,0.000,0.244
9,-0.136,-0.991,0.022,-0.305,0.000,0.305
9,-0.136,-0.991,0.020,-0.305,0.000,0.305
9,-0.135,-0.990,0.019,0.000,0.000,0.244
9,-0.136,-0.990,0.020,0.061,0.000,0.183
9,-0.136,-0.991,0.021,-0.122,0.000,0.183
9,-0.136,-0.992,0.021,-0.183,0.000,0.244
9,-0.134,-0.989,0.020,-0.122,0.061,0.244
9,-0.134,-0.990,0.020,-0.183,0.061,0.305
9,-0.135,-0.991,0.021,-0.244,0.000,0.305
9,-0.136,-0.990,0.021,-0.122,0.000,0.305
9,-0.136,-0.991,0.021,-0.244,0.000,0.366
9,-0.134,-0.992,0.021,-0.305,0.000,0.305
9,-0.134,-0.992,0.021,-0.122,0.000,0.244
9,-0.136,-0.991,0.021,-0.122,0.061,0.244
9,-0.135,-0.991,0.021,-0.305,0.122,0.305
9,-0.135,-0.992,0.021,-0.183,0.000,0.305
9,-0.137,-0.991,0.022,-0.122,0.000,0.305
9,-0.136,-0.990,0.022,-0.061,0.000,0.366
9,-0.135,-0.991,0.021,-0.183,0.000,0.427
9,-0.135,-0.992,0.021,-0.244,0.061,0.366
9,-0.135,-0.991,0.022,-0.183,0.000,0.305
9,-0.135,-0.991,0.022,-0.061,0.000,0.244
9,-0.135,-0.992,0.022,-0.244,0.061,0.366
9,-0.136,-0.992,0.023,-0.183,0.000,0.366
9,-0.136,-0.990,0.023,-0.183,0.000,0.305
9,-0.135,-0.990,0.022,-0.183,0.061,0.305
9,-0.134,-0.990,0.021,-0.305,0.000,0.366
9,-0.134,-0.991,0.022,-0.244,0.000,0.305
9,-0.136,-0.992,0.022,-0.244,0.061,0.305
9,-0.135,-0.992,0.022,-0.305,0.061,0.305
9,-0.134,-0.989,0.023,-0.244,0.061,0.305
9,-0.134,-0.989,0.023,0.000,0.061,0.244
9,-0.135,-0.991,0.022,-0.244,0.000,0.244
9,-0.135,-0.990,0.024,-0.549,0.000,0.244
9,-0.134,-0.990,0.025,-0.122,0.061,0.244
9,-0.136,-0.990,0.022,-0.122,0.000,0.244
9,-0.136,-0.990,0.022,-0.244,0.000,0.122
9,-0.135,-0.991,0.022,-0.305,0.061,0.122
9,-0.134,-0.990,0.023,-0.305,0.061,0.183
9,-0.133,-0.990,0.023,-0.122,0.061,0.244
9,-0.135,-0.992,0.022,-0.122,0.061,0.244
9,-0.135,-0.991,0.023,-0.305,0.000,0.244
9,-0.134,-0.991,0.023,-0.244,0.000,0.244
10,0.930,0.204,-0.249,-2.197,6.348,3.845
10,0.935,0.214,-0.233,-6.042,5.188,4.639
10,0.947,0.229,-0.228,-10.254,3.601,4.272
10,0.953,0.229,-0.247,-7.446,2.869,3.235
10,0.959,0.236,-0.247,-4.211,1.404,1.404
10,0.961,0.242,-0.233,-2.014,0.061,-0.671
10,0.946,0.237,-0.226,-1.404,-0.549,-1.587
10,0.934,0.222,-0.237,-10.193,-2.014,-1.831
10,0.933,0.200,-0.261,-20.874,-3.113,-0.549
10,0.940,0.206,-0.247,-34.912,-6.531,0.610
10,0.958,0.218,-0.197,-30.640,-7.874,-2.502
10,0.959,0.235,-0.198,-26.611,-6.775,-4.883
10,0.950,0.234,-0.237,-20.508,-2.380,-9.583
10,0.935,0.221,-0.246,-18.188,-2.869,-11.047
10,0.927,0.198,-0.205,-14.526,-7.751,-10.498
10,0.922,0.163,-0.145,-13.733,-10.986,-6.714
10,0.913,0.153,-0.126,-24.231,-19.592,9.216
10,0.848,0.141,-0.115,-41.382,-22.766,19.836
10,0.785,0.079,-0.063,-107.300,-26.489,44.434
10,0.786,0.089,-0.051,-201.050,-30.701,84.534
10,0.833,0.246,-0.119,-244.446,-34.973,106.812
10,0.866,0.383,-0.170,-313.354,-44.250,130.981
10,0.896,0.547,-0.094,-349.731,-49.255,128.235
10,0.829,0.625,0.170,-384.949,-41.199,108.704
10,0.796,0.650,0.172,-294.556,9.827,68.298
10,0.813,0.656,-0.144,-216.187,35.522,39.490
10,0.850,0.576,-0.322,-92.224,53.101,-15.808
10,0.866,0.413,-0.533,-93.445,48.096,-29.724
10,0.831,0.399,-0.527,-211.426,16.174,-34.973
10,0.746,0.372,-0.171,-253.967,-0.732,-35.645
10,0.653,0.390,-0.012,-214.966,8.301,-41.687
10,0.583,0.377,-0.142,-166.443,34.729,-65.735
10,0.576,0.140,-0.219,-204.285,28.259,-72.449
10,0.590,0.076,-0.079,-170.105,36.194,-70.679
10,0.497,0.074,-0.277,-132.080,52.734,-71.655
10,0.425,0.039,-0.303,-196.411,49.500,-72.083
10,0.287,0.008,-0.103,-281.006,39.734,-66.040
10,0.214,0.091,0.027,-412.720,28.503,-48.401
10,0.161,0.189,0.019,-436.096,22.583,-44.067
10,0.051,0.204,-0.134,-471.924,16.174,-47.852
10,0.020,0.103,-0.239,-537.903,-11.230,-40.710
10,-0.174,-0.229,-0.428,-556.519,-32.776,-10.376
10,-0.341,-0.452,-0.451,-946.777,-106.812,142.883
10,-0.190,-0.271,-0.307,-1502.136,-178.833,373.962
10,-0.053,0.135,0.129,-1419.861,-163.696,407.227
10,-0.207,0.178,0.123,-728.821,-41.687,295.715
10,-0.194,0.163,0.074,-453.003,-2.747,202.148
10,-0.173,0.112,0.065,-438.354,-3.967,182.312
10,-0.192,0.093,0.065,-385.986,-0.122,170.471
10,-0.188,0.104,0.055,-365.540,3.540,178.894
10,-0.195,0.139,0.058,-355.896,6.592,178.711
10,-0.193,0.156,0.040,-377.930,7.874,175.110
10,-0.182,0.200,0.037,-331.909,4.333,158.936
10,-0.218,0.171,0.060,-214.294,-7.202,124.146
10,-0.266,0.151,0.113,-218.689,-12.695,125.183
10,-0.311,0.172,0.141,-258.606,-13.916,134.888
10,-0.344,0.182,0.156,-265.198,-10.376,133.179
10,-0.429,0.203,0.202,-260.071,-7.629,128.662
10,-0.481,0.210,0.234,-234.680,6.042,111.816
10,1.002,0.413,0.047,-169.006,30.334,101.868
10,3.170,0.219,-0.504,-84.106,239.807,200.745
10,2.518,-0.218,-1.139,411.377,318.787,649.658
10,-0.841,3.836,-2.315,-275.391,6.531,1048.035
10,-0.753,4.000,-1.618,88.318,-11.292,44.189
10,0.377,1.511,0.081,275.391,36.072,-10.681
10,0.416,0.888,-0.053,46.631,-3.967,89.050
10,0.243,0.766,-0.598,-25.024,-40.710,91.919
10,0.220,0.737,-0.600,-65.491,-94.849,44.128
10,0.252,0.601,-0.305,-76.355,-109.314,24.048
10,0.247,0.550,-0.179,-55.298,-110.840,16.357
10,0.220,0.527,-0.023,-24.292,-105.408,22.949
10,0.131,0.885,0.173,25.085,-86.060,49.927
10,0.169,1.317,0.284,83.435,-36.133,38.086
10,0.160,1.333,0.119,68.481,-14.587,10.864
10,0.073,0.931,0.025,18.799,8.423,-8.362
10,0.036,0.836,-0.008,7.141,17.212,1.099
10,0.026,0.935,-0.015,-14.099,32.410,6.836
10,0.028,0.954,-0.035,-11.475,40.833,3.296
10,0.057,0.953,-0.063,-32.471,51.819,5.920
10,0.069,0.977,-0.105,-20.691,65.552,7.690
10,0.154,1.054,-0.220,-18.494,67.993,4.395
10,0.193,1.014,-0.225,-43.396,65.857,7.690
10,0.150,1.047,-0.352,-69.275,61.096,11.597
10,0.125,1.022,-0.350,-91.858,39.307,8.484
10,0.074,0.861,-0.120,-102.905,32.654,13.000
10,0.277,0.978,-0.381,-158.264,36.804,28.381
10,0.396,0.984,-0.539,-196.899,17.517,21.179
10,0.384,0.834,-0.755,-175.293,11.292,12.024
10,0.183,0.709,-0.751,-8.301,17.456,-12.390
10,0.133,0.776,-0.545,-22.827,-2.502,1.831
10,0.092,0.911,-0.410,-25.330,-3.235,5.310
10,0.098,0.919,-0.416,-2.502,-0.671,2.930
10,0.112,0.901,-0.436,-3.418,-0.183,1.953
10,0.109,0.890,-0.434,-5.127,-0.305,0.671
10,0.106,0.892,-0.446,-0.854,-0.366,0.610
10,0.108,0.890,-0.437,4.272,-0.610,0.244
10,0.109,0.888,-0.433,7.324,-0.793,0.244
10,0.109,0.896,-0.427,7.324,-0.610,0.305
10,0.108,0.897,-0.432,4.883,-0.183,-0.183
10,0.109,0.892,-0.433,8.789,-0.488,-0.549
10,0.109,0.896,-0.417,7.507,-0.427,-0.244
10,0.109,0.896,-0.421,-1.587,0.000,0.183
10,0.109,0.895,-0.425,-2.686,0.061,0.305
10,0.108,0.893,-0.429,-0.732,-0.061,0.061
10,0.109,0.893,-0.422,2.563,-0.244,0.000
10,0.110,0.897,-0.426,-0.916,0.000,0.488
10,0.109,0.896,-0.428,-0.793,0.061,0.183
10,0.109,0.894,-0.425,0.610,-0.061,0.000
10,0.109,0.894,-0.423,-0.183,-0.061,0.183
10,0.109,0.893,-0.430,-1.648,0.000,0.427
10,0.108,0.894,-0.431,0.183,-0.061,0.244
10,0.109,0.896,-0.423,0.610,-0.122,0.183
10,0.110,0.894,-0.427,-1.648,0.000,0.366
10,0.110,0.895,-0.426,-0.671,0.061,0.305
10,0.108,0.895,-0.428,-1.282,0.000,0.305
10,0.109,0.893,-0.429,-1.221,-0.061,0.244
10,0.108,0.894,-0.429,-0.854,-0.061,0.183
10,0.108,0.894,-0.429,-1.221,-0.061,0.244
10,0.108,0.894,-0.430,-1.160,-0.061,0.244
10,0.109,0.893,-0.430,-1.160,-0.122,0.305
10,0.109,0.893,-0.429,-1.160,-0.061,0.183
10,0.109,0.894,-0.429,-1.343,0.000,0.183
10,0.109,0.894,-0.429,-1.465,-0.061,0.183
10,0.109,0.891,-0.430,-1.465,0.000,0.244
10,0.109,0.892,-0.429,-2.258,0.122,0.427
10,0.108,0.893,-0.431,-2.441,0.061,0.427
10,0.108,0.892,-0.432,-2.441,0.000,0.427
10,0.108,0.892,-0.432,-2.808,0.061,0.488
10,0.108,0.892,-0.434,-2.747,0.061,0.427
10,0.108,0.891,-0.433,-2.319,0.061,0.427
10,0.108,0.890,-0.434,-1.831,0.000,0.366
10,0.108,0.890,-0.434,-1.282,-0.122,0.488
10,0.108,0.892,-0.435,-1.343,-0.061,0.488
10,0.107,0.891,-0.436,-0.610,-0.061,0.366
10,0.108,0.888,-0.436,-0.183,-0.122,0.488
10,0.109,0.892,-0.436,0.061,-0.061,0.427
10,0.109,0.891,-0.435,0.366,0.061,0.244
10,0.108,0.890,-0.435,0.671,0.000,0.305
10,0.108,0.891,-0.434,0.977,-0.061,0.366
10,0.107,0.892,-0.435,0.916,0.000,0.305
10,0.106,0.890,-0.437,2.014,-0.061,0.183
10,0.107,0.891,-0.432,2.075,-0.244,0.244
10,0.108,0.892,-0.434,0.671,-0.122,0.305
10,0.107,0.891,-0.437,2.197,-0.122,0.122
10,0.106,0.892,-0.431,2.991,-0.244,0.061
10,0.106,0.892,-0.428,0.488,-0.122,0.000
10,0.069,0.888,-0.429,-2.319,-0.183,-0.366
10,-0.015,0.869,-0.442,11.230,-2.014,-2.686
10,0.002,0.871,-0.398,32.288,1.709,-3.784
10,0.221,0.921,-0.455,27.893,2.563,-3.723
10,0.250,0.935,-0.418,22.949,-2.258,-2.563
10,0.171,0.907,-0.333,-24.292,-3.723,7.202
10,0.128,0.906,-0.400,-104.431,1.221,17.761
10,0.049,0.846,-0.462,-118.774,-0.854,24.170
10,0.067,0.891,-0.513,-119.934,-5.493,30.029
10,0.066,0.862,-0.545,-90.820,-6.775,21.362
10,0.125,0.845,-0.519,-87.891,-9.277,22.156
10,0.158,0.807,-0.593,-67.383,-1.526,15.686
10,0.118,0.801,-0.619,-5.737,0.732,2.319
10,0.059,0.833,-0.554,18.921,-0.122,-0.916
10,0.058,0.837,-0.547,10.803,-0.732,-0.183
10,0.070,0.819,-0.548,-3.479,-0.366,-0.122
10,0.081,0.806,-0.567,-8.545,-0.366,0.671
10,0.092,0.832,-0.560,-3.906,-0.366,1.343
10,0.082,0.831,-0.562,-2.808,0.000,0.977
10,0.079,0.823,-0.558,-2.319,-0.122,0.305
10,0.077,0.821,-0.561,-2.319,-0.061,0.549
10,0.078,0.824,-0.564,-2.502,0.000,0.671
10,0.081,0.824,-0.563,-2.258,0.000,0.610
10,0.081,0.824,-0.564,-1.953,0.000,0.610
10,0.080,0.825,-0.564,-0.977,-0.061,0.427
10,0.077,0.821,-0.562,-0.916,-0.061,0.366
10,0.077,0.820,-0.563,-1.709,0.000,0.488
10,0.079,0.821,-0.565,-1.770,-0.061,0.549
10,0.080,0.822,-0.565,-1.343,-0.061,0.549
10,0.079,0.823,-0.565,-1.404,-0.061,0.488
10,0.078,0.820,-0.564,-0.916,-0.122,0.366
10,0.078,0.821,-0.565,-0.854,0.000,0.427
10,0.078,0.821,-0.567,-0.916,0.000,0.366
10,0.079,0.821,-0.567,-0.549,-0.061,0.305
10,0.078,0.822,-0.566,-0.305,-0.061,0.244
10,0.078,0.821,-0.566,-0.366,-0.061,0.366
10,0.079,0.821,-0.567,-0.305,-0.061,0.305
10,0.078,0.821,-0.567,-0.183,-0.061,0.244
10,0.078,0.822,-0.567,-0.305,0.000,0.244
10,0.078,0.821,-0.567,-0.305,0.000,0.244
